================================================================================
KEYWORD MAPPING REPORT
*CONTACT_SPOTWELD_WITH_TORSION           | contact_spotweld.cfg
*CONTACT_SPOTWELD_WITH_TORSION_PENALTY   | contact_spotweld.cfg
*CONTACT_SURFACE_TO_SURFACE              | contact_surface_to_surface.cfg
*CONTACT_TIEBREAK_NODES_ONLY             | contact_tiebreak_nodes_only.cfg
*CONTACT_TIEBREAK_NODES_TO_SURFACE       | contact_option_nodes_to_surface.cfg
*CONTACT_TIEBREAK_NODES_TO_SURFACE_MPP   | contact_option_nodes_to_surface.cfg
*CONTACT_TIED_NODES_TO_SURFACE           | nodes_to_surface.cfg
*CONTACT_TIED_NODES_TO_SURFACE_CONSTRAINED_OFFSET | nodes_to_surface.cfg
*CONTACT_TIED_NODES_TO_SURFACE_OFFSET    | nodes_to_surface.cfg
*CONTACT_TIED_NODES_TO_SURFACE_OFFSET_CONSTRAINED_OFFSET | nodes_to_surface.cfg
*CONTACT_TIED_SHELL_EDGE_TO_SURFACE      | nodes_to_surface.cfg
*CONTACT_TIED_SHELL_EDGE_TO_SURFACE_BEAM_OFFSET | nodes_to_surface.cfg
*CONTACT_TIED_SHELL_EDGE_TO_SURFACE_CONSTRAINED_OFFSET | nodes_to_surface.cfg
*CONTACT_TIED_SHELL_EDGE_TO_SURFACE_OFFSET | nodes_to_surface.cfg
*CONTACT_TIED_SURFACE_TO_SURFACE         | contact_option_nodes_to_surface.cfg
*CONTACT_TIED_SURFACE_TO_SURFACE_CONSTRAINED_OFFSET | contact_option_nodes_to_surface.cfg
*CONTACT_TIED_SURFACE_TO_SURFACE_OFFSET  | contact_option_nodes_to_surface.cfg
*CONTACT_TIED_SURFACE_TO_SURFACE_OFFSET_CONSTRAINED_OFFSET | contact_option_nodes_to_surface.cfg
*ConstdButtWeld                          | ConstdButtWeld.cfg
*ContRigidSurface                        | ContRigidSurface.cfg
*ContactSingEdge                         | ContactSingEdge.cfg
*ContactSpotweld                         | ContactSpotweld.cfg
*DATABASE_NODAL_FORCE_GROUP              | NodalForceGrp.cfg
*DrawBead                                | DrawBead.cfg
*ELEMENT_TRIM                            | ElemTrim.cfg
*ElemTrim                                | ElemTrim.cfg
*ForceTransducer                         | ForceTransducer.cfg
*ForceTransducerPenalty                  | ForceTransducerPenalty.cfg
*GuideCable                              | GuideCable.cfg
*INTERFACE_COMPONENT_NODE                | InterCompNode.cfg
*INTERFACE_COMPONENT_SEGMENT             | InterCompSegment.cfg
*InterCompNode                           | InterCompNode.cfg
*InterCompSegment                        | InterCompSegment.cfg
*InterLinkNode                           | InterLinkNode.cfg
*InterLinkSegment                        | InterLinkSegment.cfg
*Interior                                | Interior.cfg
*NodalForceGrp                           | NodalForceGrp.cfg
*NodesToSurface                          | NodesToSurface.cfg
*RgdBodyToRgdBody                        | RgdBodyToRgdBody.cfg
*RgdNodeToRgdBody                        | RgdNodeToRgdBody.cfg
*SingleSurface                           | SingleSurface.cfg
*SlidingOnly                             | contact_SlidingOnly.cfg
*SurfaceToSurface                        | contact_surface_to_surface.cfg
*TiedNodes                               | TiedNodes.cfg
*constrainedtiebreak                     | ConstdTieBreak.cfg
*onewaySurfaceToSurface                  | OneWaySurfToSurf.cfg

[CONTACT_CONTROL] (5 keywords)
--------------------------------------------------------------------------------
*CONTACT_CONTROL_MANUFACTURING           | manufacturing.cfg
*CONTACT_CONTROL_OTHERS                  | others.cfg
*CONTACT_CONTROL_SELF_CONTACT            | self_contact.cfg
*CONTACT_CONTROL_SLIDING                 | sliding.cfg
*CONTACT_CONTROL_TIED                    | tied.cfg

[CONTROLVOL] (9 keywords)
--------------------------------------------------------------------------------
*MONVOL_AREA                             | monvol_area.cfg
*MONVOL_COMMU                            | monvol_commu.cfg
*MONVOL_COMMU1                           | monvol_commu1.cfg
*MONVOL_FVMBAG                           | monvol_fvmbag.cfg
*MONVOL_FVMBAG1                          | monvol_fvmbag1.cfg
*MONVOL_FVMBAG2                          | monvol_fvmbag2.cfg
*MONVOL_GAS                              | monvol_gas.cfg
*MONVOL_LFLUID                           | monvol_lfluid.cfg
*XREF                                    | xref.cfg

[CONTROL_CARDS] (257 keywords)
--------------------------------------------------------------------------------
**/
                      DATABASE_AVSFLT | database_option.cfg
**/
                      DATABASE_BNDOUT | database_option.cfg
**/
                      DATABASE_DEFGEO | database_option.cfg
**/
                      DATABASE_DEFORC | database_option.cfg
**/
                      DATABASE_JNTFORC | database_option.cfg
**/
                      DATABASE_NODFOR | database_option.cfg
**/
                      DATABASE_NODOUT | database_option.cfg
*/*DATABASE_ABSTAT_CPM                   | database_option.cfg
*/*DATABASE_ATDOUT                       | database_option.cfg
*/*DATABASE_DCFAIL                       | database_option.cfg
*/*DATABASE_GLSTAT_MASS_PROPERTIES       | database_option.cfg
*/*DATABASE_H3OUT                        | database_option.cfg
*/*DATABASE_NCFORC                       | database_option.cfg
*/*DATABASE_NCFORC_FILTER                | database_option.cfg
*/*DATABASE_TPRINT                       | database_option.cfg
*CONTROL_ACCURACY                        | control_accuracy.cfg
*CONTROL_ACOUSTIC                        | control_acoustic.cfg
*CONTROL_ADAPSTEP                        | control_adapstep.cfg
*CONTROL_ADAPTIVE                        | control_adaptive.cfg
*CONTROL_ADAPTIVE_CURVE                  | control_adaptive_curve.cfg
*CONTROL_ALE                             | control_ALE1.cfg
*CONTROL_BULK_VISCOSITY                  | control_bulk_viscosity.cfg
*CONTROL_CHECK                           | control_check.cfg
*CONTROL_CHECK_SHELL                     | control_check.cfg
*CONTROL_COARSEN                         | control_coarsen.cfg
*CONTROL_CONTACT                         | control_contact.cfg
*CONTROL_COUPLING                        | control_coupling.cfg
*CONTROL_CPM                             | control_cpm.cfg
*CONTROL_CPU                             | control_cpu.cfg
*CONTROL_DEBUG                           | control_debug.cfg
*CONTROL_DYNAMIC_RELAXATION              | dynrelax.cfg
*CONTROL_EFG                             | control_efg.cfg
*CONTROL_ENERGY                          | control_energy.cfg
*CONTROL_EXPLOSIVE_SHADOW                | control_explosive_shadow.cfg
*CONTROL_EXPLOSIVE_SHADOW_SET            | control_explosive_shadow.cfg
*CONTROL_FORMING_AUTOCHECK               | control_forming_autocheck.cfg
*CONTROL_FORMING_AUTOPOSITION_PARAMETER  | ctrl_forming_autoposition_param.cfg
*CONTROL_FORMING_BESTFIT                 | ctrl_forming_bestfit.cfg
*CONTROL_FREQUENCY_DOMAIN                | ControlFrequencyDomain.cfg
*CONTROL_HOURGLASS                       | control_hourglass.cfg
*CONTROL_IMPLICIT_AUTO                   | control_implicit_auto.cfg
*CONTROL_IMPLICIT_AUTO_DYN               | control_implicit_auto.cfg
*CONTROL_IMPLICIT_AUTO_SPR               | control_implicit_auto.cfg
*CONTROL_IMPLICIT_BUCKLE                 | control_implicit_buckle.cfg
*CONTROL_IMPLICIT_CONSISTENT_MASS        | control_implicit_consistent_mass.cfg
*CONTROL_IMPLICIT_DYNAMICS               | control_implicit_dynamics.cfg
*CONTROL_IMPLICIT_DYNAMICS_DYN           | control_implicit_dynamics.cfg
*CONTROL_IMPLICIT_DYNAMICS_SPR           | control_implicit_dynamics.cfg
*CONTROL_IMPLICIT_EIGENVALUE             | control_implicit_eigenvalue.cfg
*CONTROL_IMPLICIT_FORMING                | control_implicit_forming.cfg
*CONTROL_IMPLICIT_FORMING_DYN            | control_implicit_forming.cfg
*CONTROL_IMPLICIT_FORMING_SPR            | control_implicit_forming.cfg
*CONTROL_IMPLICIT_GENERAL                | control_implicit_general.cfg
*CONTROL_IMPLICIT_GENERAL_DYN            | control_implicit_general.cfg
*CONTROL_IMPLICIT_GENERAL_SPR            | control_implicit_general.cfg
*CONTROL_IMPLICIT_INERTIA_RELIEF         | control_implicit_inertia_relief.cfg
*CONTROL_IMPLICIT_JOINTS                 | control_implicit_joints.cfg
*CONTROL_IMPLICIT_MODAL_DYNAMIC          | control_implicit_modal_dynamic.cfg
*CONTROL_IMPLICIT_MODAL_DYNAMIC_DAMPING  | control_implicit_modal_dynamic_damping.cfg
*CONTROL_IMPLICIT_MODAL_DYNAMIC_DAMPING_FREQUENCY_RANGE | control_implicit_modal_dynamic_damping.cfg
*CONTROL_IMPLICIT_MODAL_DYNAMIC_DAMPING_SPECIFIC | control_implicit_modal_dynamic_damping.cfg
*CONTROL_IMPLICIT_MODAL_DYNAMIC_MODE_GENERATE | control_implicit_modal_dynamic_mode.cfg
*CONTROL_IMPLICIT_MODAL_DYNAMIC_MODE_LIST | control_implicit_modal_dynamic_mode.cfg
*CONTROL_IMPLICIT_MODES                  | control_implicit_modes.cfg
*CONTROL_IMPLICIT_MODES_BINARY           | control_implicit_modes.cfg
*CONTROL_IMPLICIT_ROTATIONAL_DYNAMICS    | ImpRotDynamics.cfg
*CONTROL_IMPLICIT_SOLUTION               | control_implicit_solution.cfg
*CONTROL_IMPLICIT_SOLUTION_DYN           | control_implicit_solution.cfg
*CONTROL_IMPLICIT_SOLUTION_SPR           | control_implicit_solution.cfg
*CONTROL_IMPLICIT_SOLVER                 | control_implicit_solver.cfg
*CONTROL_IMPLICIT_SOLVER_DYN             | control_implicit_solver.cfg
*CONTROL_IMPLICIT_SOLVER_SPR             | control_implicit_solver.cfg
*CONTROL_IMPLICIT_STABILIZATION          | control_implicit_stabilization.cfg
*CONTROL_IMPLICIT_STABILIZATION_DYN      | control_implicit_stabilization.cfg
*CONTROL_IMPLICIT_STABILIZATION_SPR      | control_implicit_stabilization.cfg
*CONTROL_IMPLICIT_STATIC_CONDENSATION    | control_implicit_static_condensation.cfg
*CONTROL_IMPLICIT_STATIC_CONDENSATION_BINARY | control_implicit_static_condensation.cfg
*CONTROL_IMPLICIT_TERMINATION            | control_implicit_termination.cfg
*CONTROL_MAT                             | control_mat.cfg
*CONTROL_MPP_CONTACT_GROUPABLE           | control_mpp_contact_groupable.cfg
*CONTROL_MPP_DECOMPOSITION_AUTOMATIC     | decomposition_automatic.cfg
*CONTROL_MPP_DECOMPOSITION_BAGREF        | decomposition_bagref.cfg
*CONTROL_MPP_DECOMPOSITION_CHECK_SPEED   | control_mpp_decomposition_check_speed.cfg
*CONTROL_MPP_DECOMPOSITION_CONTACT_DISTRIBUTE | control_mpp_decomposition_contact_dis.cfg
*CONTROL_MPP_DECOMPOSITION_CONTACT_DISTRIBUTE_LOCAL | control_mpp_decomposition_contact_dis.cfg
*CONTROL_MPP_DECOMPOSITION_CONTACT_ISOLATE | control_mpp_decomposition_contact_iso.cfg
*CONTROL_MPP_DECOMPOSITION_DISABLE_UNREF_CURVES | control_mpp_decomposition_disable_unref_curves.cfg
*CONTROL_MPP_DECOMPOSITION_DISTRIBUTE_ALE_ELEMENTS | control_mpp_decomposition_distribute_ale_elements.cfg
*CONTROL_MPP_DECOMPOSITION_DISTRIBUTE_SPH_ELEMENTS | control_mpp_decomposition_distribute_sph_elements.cfg
*CONTROL_MPP_DECOMPOSITION_ELCOST        | control_mpp_decomposition_elcost.cfg
*CONTROL_MPP_DECOMPOSITION_FILE          | control_mpp_decomposition_file.cfg
*CONTROL_MPP_DECOMPOSITION_METHOD        | control_mpp_decomposition_method.cfg
*CONTROL_MPP_DECOMPOSITION_NUMPROC       | control_mpp_decomposition_numproc.cfg
*CONTROL_MPP_DECOMPOSITION_OUTDECOMP     | control_mpp_decomposition_outdecomp.cfg
*CONTROL_MPP_DECOMPOSITION_PARTSET_DISTRIBUTE | control_mpp_decomposition_partset_distribute.cfg
*CONTROL_MPP_DECOMPOSITION_PARTSET_DISTRIBUTE_LOCAL | control_mpp_decomposition_partset_distribute.cfg
*CONTROL_MPP_DECOMPOSITION_PARTS_DISTRIBUTE | control_mpp_decomposition_parts_distribute.cfg
*CONTROL_MPP_DECOMPOSITION_PARTS_DISTRIBUTE_LOCAL | control_mpp_decomposition_parts_distribute.cfg
*CONTROL_MPP_DECOMPOSITION_RCBLOG        | control_mpp_decomposition_rcblog.cfg
*CONTROL_MPP_DECOMPOSITION_SCALE_CONTACT_COST | control_mpp_decomposition_contact_cost.cfg
*CONTROL_MPP_DECOMPOSITION_SCALE_FACTOR_SPH | control_mpp_decomposition_factor_sph.cfg
*CONTROL_MPP_DECOMPOSITION_SHOW          | control_mpp_decomposition_show.cfg
*CONTROL_MPP_IO_LSTC_REDUCE              | control_mpp_io_lstc_reduce.cfg
*CONTROL_MPP_IO_NOBEAMOUT                | control_mpp_io_nobeamout.cfg
*CONTROL_MPP_IO_NOD3DUMP                 | control_mpp_io_nod3dump.cfg
*CONTROL_MPP_IO_NODUMP                   | control_mpp_io_nodump.cfg
*CONTROL_MPP_IO_NOFAIL                   | control_mpp_io_nofail.cfg
*CONTROL_MPP_IO_NOFULL                   | control_mpp_io_nofull.cfg
*CONTROL_MPP_IO_SWAPBYTES                | control_mpp_io_swapbytes.cfg
*CONTROL_MPP_MATERIAL_MODEL_DRIVER       | control_mpp_material_model_driver.cfg
*CONTROL_MPP_PFILE                       | control_mpp_pfile.cfg
*CONTROL_OUTPUT                          | control_output.cfg
*CONTROL_PARALLEL                        | control_parallel.cfg
*CONTROL_REMESHING                       | control_remeshing.cfg
*CONTROL_REMESHING_EFG                   | control_remeshing.cfg
*CONTROL_REQUIRE_REVISION                | control_require_revision.cfg
*CONTROL_RIGID                           | control_rigid.cfg
*CONTROL_SHELL                           | control_shell.cfg
*CONTROL_SOLID                           | control_solid.cfg
*CONTROL_SOLUTION                        | control_solution.cfg
*CONTROL_SPH                             | control_sph.cfg
*CONTROL_SPOTWELD_BEAM                   | control_spotweld_beam.cfg
*CONTROL_STAGED_CONSTRUCTION             | control_staged_construction.cfg
*CONTROL_STRUCTURED                      | control_structured.cfg
*CONTROL_STRUCTURED_TERM                 | control_structured.cfg
*CONTROL_SUBCYCLE                        | control_subcycle.cfg
*CONTROL_SUBCYCLE_16_1                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_16_16                  | control_subcycle.cfg
*CONTROL_SUBCYCLE_16_2                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_16_4                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_16_8                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_1_1                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_2_1                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_2_2                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_32_1                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_32_16                  | control_subcycle.cfg
*CONTROL_SUBCYCLE_32_2                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_32_32                  | control_subcycle.cfg
*CONTROL_SUBCYCLE_32_4                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_32_8                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_4_1                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_4_2                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_4_4                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_64_1                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_64_16                  | control_subcycle.cfg
*CONTROL_SUBCYCLE_64_32                  | control_subcycle.cfg
*CONTROL_SUBCYCLE_64_4                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_64_64                  | control_subcycle.cfg
*CONTROL_SUBCYCLE_64_8                   | control_subcycle.cfg
*CONTROL_SUBCYCLE_8_1                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_8_2                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_8_4                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_8_8                    | control_subcycle.cfg
*CONTROL_SUBCYCLE_MASS_SCALED_PART       | control_subcycle_mass_scaled_part.cfg
*CONTROL_SUBCYCLE_MASS_SCALED_PART_SET   | control_subcycle_mass_scaled_part_set.cfg
*CONTROL_SUBCYLE_64_2                    | control_subcycle.cfg
*CONTROL_TERMINATION                     | control_termination.cfg
*CONTROL_THERMAL_NONLINEAR               | control_thermal_nonlinear.cfg
*CONTROL_THERMAL_SOLVER                  | ctrl_ther_sol.cfg
*CONTROL_THERMAL_TIMESTEP                | control_thermal_tstep.cfg
*CONTROL_TIMESTEP                        | control_timestep.cfg
*CONTROL_UNITS                           | control_units.cfg
*DATABASE_ABSTAT                         | database_option.cfg
*DATABASE_ABSTAT_CPM                     | database_option.cfg
*DATABASE_ATDOUT                         | database_option.cfg
*DATABASE_AVSFLT                         | database_option.cfg
*DATABASE_BINARY_BLSTFOR                 | database_binary_dbblstfor.cfg
*DATABASE_BINARY_CPMFOR                  | database_binary_dbcpmfor.cfg
*DATABASE_BINARY_D3CRACK                 | database_binary_dbcrack.cfg
*DATABASE_BINARY_D3DRLF                  | database_binary_dbdrlf.cfg
*DATABASE_BINARY_D3DUMP                  | database_binary_dbdump.cfg
*DATABASE_BINARY_D3PART                  | database_binary_part.cfg
*DATABASE_BINARY_D3PLOT                  | database_binary_d3plot.cfg
*DATABASE_BINARY_D3PROP                  | database_binary_d3prop.cfg
*DATABASE_BINARY_D3THDT                  | database_binary_d3thdt.cfg
*DATABASE_BINARY_DEMFOR                  | database_binary_dbdemfor.cfg
*DATABASE_BINARY_FSIFOR                  | database_binary_dbfsifor.cfg
*DATABASE_BINARY_INTFOR                  | database_binary_dbint.cfg
*DATABASE_BINARY_INTFOR_FILE             | database_binary_dbint.cfg
*DATABASE_BINARY_RUNRSF                  | database_binary_runrsf.cfg
*DATABASE_BINARY_XTFILE                  | database_binary_xtfile.cfg
*DATABASE_BNDOUT                         | database_option.cfg
*DATABASE_CURVOUT                        | database_curvout.cfg
*DATABASE_DCFAIL                         | database_option.cfg
*DATABASE_DEFGEO                         | database_option.cfg
*DATABASE_DEFORC                         | database_option.cfg
*DATABASE_DISBOUT                        | database_option.cfg
*DATABASE_ELOUT                          | database_option.cfg
*DATABASE_EXTENT_AVS                     | database_extent_avs.cfg
*DATABASE_EXTENT_BINARY                  | database_extent_binary.cfg
*DATABASE_EXTENT_BINARY_COMP             | database_extent_binary.cfg
*DATABASE_EXTENT_D3PART                  | database_extent_part.cfg
*DATABASE_EXTENT_MOVIE                   | database_extent_movie.cfg
*DATABASE_EXTENT_MPGS                    | database_extent_mpgs.cfg
*DATABASE_EXTENT_SSSTAT                  | database_extent_ssstat.cfg
